timestamp,machine_id,sensor_temp,sensor_vib,sensor_pressure,throughput,failure,hour,temp_roll_mean_1h,vib_roll_max_1h
2025-09-15 02:11:33.148317,MC_001,61.414,0.0631,5.304,98.85,0,2,61.414,0.0631
2025-09-15 02:21:33.148317,MC_001,61.263,0.0666,5.437,98.44,0,2,61.338499999999996,0.0666
2025-09-15 02:31:33.148317,MC_001,60.909,0.0839,5.539,101.66,0,2,61.19533333333334,0.0839
2025-09-15 02:41:33.148317,MC_001,61.743,0.0712,5.47,99.53,0,2,61.33225,0.0839
2025-09-15 02:51:33.148317,MC_001,61.146,0.0746,5.694,101.48,0,2,61.295,0.0839
2025-09-15 03:01:33.148317,MC_001,62.036,0.07,5.44,99.89,0,3,61.4185,0.0839
2025-09-15 03:11:33.148317,MC_001,62.633,0.0735,5.553,102.89,0,3,61.62166666666667,0.0839
2025-09-15 03:21:33.148317,MC_001,61.612,0.0663,5.685,100.52,0,3,61.679833333333335,0.0839
2025-09-15 03:31:33.148317,MC_001,62.698,0.0832,5.454,102.21,0,3,61.978,0.0832
2025-09-15 03:41:33.148317,MC_001,62.188,0.0715,5.57,103.89,0,3,62.052166666666665,0.0832
2025-09-15 03:51:33.148317,MC_001,63.249,0.0775,5.639,103.39,0,3,62.40266666666667,0.0832
2025-09-15 04:01:33.148317,MC_001,62.634,0.0858,5.49,102.94,0,4,62.50233333333333,0.0858
2025-09-15 04:11:33.148317,MC_001,63.386,0.0863,5.51,101.94,0,4,62.627833333333335,0.0863
2025-09-15 04:21:33.148317,MC_001,63.275,0.0834,5.465,102.78,0,4,62.905,0.0863
2025-09-15 04:31:33.148317,MC_001,63.743,0.09,5.464,102.47,0,4,63.07916666666667,0.09
2025-09-15 04:41:33.148317,MC_001,64.46,0.0811,5.358,103.48,0,4,63.45783333333333,0.09
2025-09-15 04:51:33.148317,MC_001,64.436,0.0909,5.525,104.04,0,4,63.65566666666666,0.0909
2025-09-15 05:01:33.148317,MC_001,63.796,0.0868,5.424,103.91,0,5,63.849333333333334,0.0909
2025-09-15 05:11:33.148317,MC_001,64.389,0.0857,5.51,105.05,0,5,64.01650000000001,0.0909
2025-09-15 05:21:33.148317,MC_001,64.827,0.082,5.48,103.72,0,5,64.27516666666666,0.0909
2025-09-15 05:31:33.148317,MC_001,64.428,0.0874,5.542,104.95,0,5,64.38933333333334,0.0909
2025-09-15 05:41:33.148317,MC_001,64.594,0.0953,5.534,104.72,0,5,64.41166666666668,0.0953
2025-09-15 05:51:33.148317,MC_001,65.125,0.0948,5.369,104.45,0,5,64.5265,0.0953
2025-09-15 06:01:33.148317,MC_001,65.32,0.0934,5.492,103.73,0,6,64.7805,0.0953
2025-09-15 06:11:33.148317,MC_001,64.549,0.0911,5.519,105.01,0,6,64.80716666666666,0.0953
2025-09-15 06:21:33.148317,MC_001,65.54,0.0992,5.466,103.7,0,6,64.926,0.0992
2025-09-15 06:31:33.148317,MC_001,66.175,0.0916,5.485,107.62,0,6,65.21716666666667,0.0992
2025-09-15 06:41:33.148317,MC_001,65.278,0.0958,5.221,103.3,0,6,65.33116666666666,0.0992
2025-09-15 06:51:33.148317,MC_001,65.995,0.0952,5.63,103.63,0,6,65.47616666666666,0.0992
2025-09-15 07:01:33.148317,MC_001,66.311,0.0858,5.386,104.9,0,7,65.64133333333335,0.0992
2025-09-15 07:11:33.148317,MC_001,66.792,0.0999,5.502,104.57,0,7,66.01516666666667,0.0999
2025-09-15 07:21:33.148317,MC_001,65.833,0.1011,5.653,105.45,0,7,66.06400000000001,0.1011
2025-09-15 07:31:33.148317,MC_001,66.046,0.1031,5.609,105.31,0,7,66.0425,0.1031
2025-09-15 07:41:33.148317,MC_001,66.556,0.1018,5.285,103.94,0,7,66.2555,0.1031
2025-09-15 07:51:33.148317,MC_001,65.763,0.1015,5.531,104.03,0,7,66.21683333333334,0.1031
2025-09-15 08:01:33.148317,MC_001,68.276,0.0952,5.294,103.92,0,8,66.54433333333333,0.1031
2025-09-15 08:11:33.148317,MC_001,67.83,0.1021,5.579,106.1,0,8,66.71733333333334,0.1031
2025-09-15 08:21:33.148317,MC_001,66.95,0.1059,5.45,102.87,0,8,66.9035,0.1059
2025-09-15 08:31:33.148317,MC_001,66.934,0.1067,5.366,105.76,0,8,67.05149999999999,0.1067
2025-09-15 08:41:33.148317,MC_001,66.746,0.1012,5.506,106.09,0,8,67.08316666666667,0.1067
2025-09-15 08:51:33.148317,MC_001,66.992,0.1067,5.381,104.77,0,8,67.288,0.1067
2025-09-15 09:01:33.148317,MC_001,69.073,0.1141,5.307,102.87,0,9,67.42083333333333,0.1141
2025-09-15 09:11:33.148317,MC_001,68.042,0.1125,5.417,102.8,0,9,67.45616666666666,0.1141
2025-09-15 09:21:33.148317,MC_001,67.701,0.1148,5.343,104.95,0,9,67.58133333333333,0.1148
2025-09-15 09:31:33.148317,MC_001,68.218,0.1112,5.528,104.93,0,9,67.79533333333332,0.1148
2025-09-15 09:41:33.148317,MC_001,67.686,0.1178,5.318,104.09,0,9,67.952,0.1178
2025-09-15 09:51:33.148317,MC_001,68.226,0.1119,5.317,102.25,0,9,68.15766666666667,0.1178
2025-09-15 10:01:33.148317,MC_001,68.06,0.1201,5.322,103.38,0,10,67.98883333333333,0.1201
2025-09-15 10:11:33.148317,MC_001,68.224,0.1092,5.459,101.82,0,10,68.01916666666666,0.1201
2025-09-15 10:21:33.148317,MC_001,68.993,0.1113,5.343,105.35,0,10,68.2345,0.1201
2025-09-15 10:31:33.148317,MC_001,68.299,0.1107,5.538,104.12,0,10,68.248,0.1201
2025-09-15 10:41:33.148317,MC_001,69.179,0.1117,5.374,103.75,0,10,68.49683333333333,0.1201
2025-09-15 10:51:33.148317,MC_001,69.459,0.1161,5.411,101.6,0,10,68.70233333333333,0.1201
2025-09-15 11:01:33.148317,MC_001,68.627,0.106,5.424,102.24,0,11,68.79683333333334,0.1161
2025-09-15 11:11:33.148317,MC_001,68.817,0.1136,5.367,102.09,0,11,68.89566666666667,0.1161
2025-09-15 11:21:33.148317,MC_001,69.649,0.1094,5.387,102.63,0,11,69.00500000000001,0.1161
2025-09-15 11:31:33.148317,MC_001,68.905,0.1085,5.423,101.25,0,11,69.106,0.1161
2025-09-15 11:41:33.148317,MC_001,70.015,0.1125,5.39,101.05,0,11,69.24533333333333,0.1161
2025-09-15 11:51:33.148317,MC_001,69.498,0.1128,5.2,101.77,0,11,69.25183333333334,0.1136
2025-09-15 12:01:33.148317,MC_001,69.729,0.108,5.315,99.5,0,12,69.4355,0.1136
2025-09-15 12:11:33.148317,MC_001,70.134,0.1079,5.389,100.84,0,12,69.655,0.1128
2025-09-15 12:21:33.148317,MC_001,70.429,0.1211,5.438,100.02,0,12,69.785,0.1211
2025-09-15 12:31:33.148317,MC_001,70.007,0.1151,5.498,99.88,0,12,69.96866666666666,0.1211
2025-09-15 12:41:33.148317,MC_001,69.469,0.1168,5.389,99.55,0,12,69.87766666666667,0.1211
2025-09-15 12:51:33.148317,MC_001,70.708,0.1165,5.344,99.23,0,12,70.07933333333334,0.1211
2025-09-15 13:01:33.148317,MC_001,69.328,0.1129,5.202,98.07,0,13,70.0125,0.1211
2025-09-15 13:11:33.148317,MC_001,69.59,0.1178,5.327,99.55,0,13,69.92183333333334,0.1211
2025-09-15 13:21:33.148317,MC_001,70.032,0.11,5.132,99.1,0,13,69.85566666666666,0.1178
2025-09-15 13:31:33.148317,MC_001,70.327,0.1129,5.093,99.75,0,13,69.909,0.1178
2025-09-15 13:41:33.148317,MC_001,71.139,0.1089,5.43,98.14,0,13,70.18733333333334,0.1178
2025-09-15 13:51:33.148317,MC_001,68.993,0.1095,5.287,97.1,0,13,69.9015,0.1178
2025-09-15 14:01:33.148317,MC_001,70.683,0.113,5.332,98.7,0,14,70.12733333333334,0.1178
2025-09-15 14:11:33.148317,MC_001,69.949,0.1082,5.443,97.71,0,14,70.18716666666667,0.113
2025-09-15 14:21:33.148317,MC_001,69.624,0.1216,5.279,98.74,0,14,70.11916666666666,0.1216
2025-09-15 14:31:33.148317,MC_001,69.975,0.1151,5.328,95.46,0,14,70.0605,0.1216
2025-09-15 14:41:33.148317,MC_001,69.99,0.1081,5.359,97.83,0,14,69.86899999999999,0.1216
2025-09-15 14:51:33.148317,MC_001,70.61,0.1073,5.443,94.91,0,14,70.1385,0.1216
2025-09-15 15:01:33.148317,MC_001,69.476,0.1068,5.382,95.04,0,15,69.93733333333333,0.1216
2025-09-15 15:11:33.148317,MC_001,70.226,0.117,5.177,96.15,0,15,69.98349999999999,0.1216
2025-09-15 15:21:33.148317,MC_001,71.189,0.118,5.103,97.02,0,15,70.24433333333333,0.118
2025-09-15 15:31:33.148317,MC_001,70.452,0.1085,5.43,96.7,0,15,70.32383333333333,0.118
2025-09-15 15:41:33.148317,MC_001,69.365,0.1152,5.291,96.98,0,15,70.21966666666667,0.118
2025-09-15 15:51:33.148317,MC_001,71.106,0.1152,5.316,96.18,0,15,70.30233333333332,0.118
2025-09-15 16:01:33.148317,MC_001,71.045,0.1212,5.284,95.15,0,16,70.56383333333333,0.1212
2025-09-15 16:11:33.148317,MC_001,70.76,0.1093,5.239,95.24,0,16,70.65283333333333,0.1212
2025-09-15 16:21:33.148317,MC_001,71.127,0.1074,5.191,95.22,0,16,70.6425,0.1212
2025-09-15 16:31:33.148317,MC_001,70.24,0.1118,5.281,94.92,0,16,70.60716666666666,0.1212
2025-09-15 16:41:33.148317,MC_001,70.554,0.1118,5.404,95.69,0,16,70.80533333333334,0.1212
2025-09-15 16:51:33.148317,MC_001,70.015,0.1121,5.028,95.79,0,16,70.6235,0.1212
2025-09-15 17:01:33.148317,MC_001,71.073,0.1078,5.263,95.5,0,17,70.62816666666667,0.1121
2025-09-15 17:11:33.148317,MC_001,71.13,0.102,5.158,95.69,0,17,70.68983333333334,0.1121
2025-09-15 17:21:33.148317,MC_001,69.361,0.1089,5.222,94.24,0,17,70.3955,0.1121
2025-09-15 17:31:33.148317,MC_001,70.835,0.1104,5.236,94.54,0,17,70.49466666666666,0.1121
2025-09-15 17:41:33.148317,MC_001,70.166,0.0957,5.285,94.46,0,17,70.43,0.1121
2025-09-15 17:51:33.148317,MC_001,70.643,0.1077,5.31,94.7,0,17,70.53466666666667,0.1104
2025-09-15 18:01:33.148317,MC_001,70.135,0.1112,5.099,93.69,0,18,70.37833333333333,0.1112
2025-09-15 18:11:33.148317,MC_001,71.073,0.1016,5.149,95.95,0,18,70.36883333333333,0.1112
2025-09-15 18:21:33.148317,MC_001,70.866,0.1145,5.38,94.64,0,18,70.61966666666667,0.1145
2025-09-15 18:31:33.148317,MC_001,70.19,0.1119,5.175,94.89,0,18,70.51216666666667,0.1145
2025-09-15 18:41:33.148317,MC_001,69.96,0.1157,5.113,94.86,0,18,70.47783333333334,0.1157
2025-09-15 18:51:33.148317,MC_001,70.375,0.0967,5.22,93.63,0,18,70.43316666666666,0.1157
2025-09-15 19:01:33.148317,MC_001,70.226,0.1109,5.324,96.27,0,19,70.44833333333334,0.1157
2025-09-15 19:11:33.148317,MC_001,70.421,0.1027,5.259,95.09,0,19,70.33966666666666,0.1157
2025-09-15 19:21:33.148317,MC_001,69.456,0.1074,5.397,95.59,0,19,70.10466666666666,0.1157
2025-09-15 19:31:33.148317,MC_001,70.264,0.1155,5.05,96.16,0,19,70.117,0.1157
2025-09-15 19:41:33.148317,MC_001,69.949,0.1067,5.029,95.31,0,19,70.11516666666667,0.1155
2025-09-15 19:51:33.148317,MC_001,70.815,0.1032,5.064,95.67,0,19,70.18849999999999,0.1155
2025-09-15 20:01:33.148317,MC_001,69.345,0.0997,4.991,94.32,0,20,70.04166666666667,0.1155
2025-09-15 20:11:33.148317,MC_001,69.699,0.1019,5.055,96.25,0,20,69.92133333333334,0.1155
2025-09-15 20:21:33.148317,MC_001,69.578,0.1126,5.077,96.11,0,20,69.94166666666666,0.1155
2025-09-15 20:31:33.148317,MC_001,70.718,0.0979,5.044,97.9,0,20,70.01733333333333,0.1126
2025-09-15 20:41:33.148317,MC_001,69.859,0.1027,5.222,95.89,0,20,70.00233333333333,0.1126
2025-09-15 20:51:33.148317,MC_001,69.791,0.104,5.033,95.69,0,20,69.83166666666666,0.1126
2025-09-15 21:01:33.148317,MC_001,69.491,0.0991,5.126,97.35,0,21,69.856,0.1126
2025-09-15 21:11:33.148317,MC_001,70.165,0.1081,5.315,96.38,0,21,69.93366666666667,0.1126
2025-09-15 21:21:33.148317,MC_001,69.383,0.1044,5.06,95.96,0,21,69.90116666666667,0.1081
2025-09-15 21:31:33.148317,MC_001,69.721,0.111,5.056,97.79,0,21,69.735,0.111
2025-09-15 21:41:33.148317,MC_001,69.406,0.105,5.08,98.65,0,21,69.6595,0.111
2025-09-15 21:51:33.148317,MC_001,67.978,0.1041,5.065,96.02,0,21,69.35733333333333,0.111
2025-09-15 22:01:33.148317,MC_001,69.026,0.1023,4.885,99.11,0,22,69.27983333333334,0.111
2025-09-15 22:11:33.148317,MC_001,68.889,0.1072,5.068,97.53,0,22,69.06716666666667,0.111
2025-09-15 22:21:33.148317,MC_001,68.812,0.1028,4.99,98.33,0,22,68.972,0.111
2025-09-15 22:31:33.148317,MC_001,68.023,0.0963,4.935,98.39,0,22,68.689,0.1072
2025-09-15 22:41:33.148317,MC_001,69.033,0.0972,5.078,99.43,0,22,68.62683333333332,0.1072
2025-09-15 22:51:33.148317,MC_001,68.229,0.0968,5.045,98.65,0,22,68.66866666666667,0.1072
2025-09-15 23:01:33.148317,MC_001,67.838,0.1042,4.924,100.75,0,23,68.47066666666666,0.1072
2025-09-15 23:11:33.148317,MC_001,67.685,0.1042,5.037,101.13,0,23,68.27,0.1042
2025-09-15 23:21:33.148317,MC_001,68.328,0.0979,4.931,100.47,0,23,68.18933333333332,0.1042
2025-09-15 23:31:33.148317,MC_001,68.629,0.1064,5.249,100.79,0,23,68.29033333333334,0.1064
2025-09-15 23:41:33.148317,MC_001,68.045,0.0936,4.993,101.73,0,23,68.12566666666667,0.1064
2025-09-15 23:51:33.148317,MC_001,67.56,0.111,4.911,100.65,0,23,68.01416666666667,0.111
2025-09-16 00:01:33.148317,MC_001,67.505,0.1001,5.017,102.23,0,0,67.95866666666667,0.111
2025-09-16 00:11:33.148317,MC_001,67.705,0.1093,4.971,102.11,0,0,67.962,0.111
2025-09-16 00:21:33.148317,MC_001,67.344,0.1017,4.77,100.32,0,0,67.798,0.111
2025-09-16 00:31:33.148317,MC_001,67.223,0.1156,4.898,102.28,0,0,67.56366666666666,0.1156
2025-09-16 00:41:33.148317,MC_001,66.793,0.0961,4.91,103.87,0,0,67.355,0.1156
2025-09-16 00:51:33.148317,MC_001,67.266,0.1066,4.98,102.94,0,0,67.306,0.1156
2025-09-16 01:01:33.148317,MC_001,66.709,0.0979,5.081,102.37,0,1,67.17333333333333,0.1156
2025-09-16 01:11:33.148317,MC_001,65.919,0.111,4.961,103.73,0,1,66.87566666666667,0.1156
2025-09-16 01:21:33.148317,MC_001,66.477,0.107,5.002,101.33,0,1,66.73116666666667,0.1156
2025-09-16 01:31:33.148317,MC_001,66.457,0.0993,4.914,103.38,0,1,66.6035,0.111
2025-09-16 01:41:33.148317,MC_001,66.301,0.0987,4.891,103.75,0,1,66.52149999999999,0.111
2025-09-16 01:51:33.148317,MC_001,66.503,0.1035,5.03,103.29,0,1,66.39433333333334,0.111
2025-09-16 02:01:33.148317,MC_001,66.326,0.1121,4.836,104.87,0,2,66.3305,0.1121
2025-09-16 02:11:33.148317,MC_001,66.009,0.1137,5.032,102.82,0,2,66.3455,0.1137
2025-09-16 02:21:33.148317,MC_001,65.164,0.0985,4.794,104.26,0,2,66.12666666666667,0.1137
2025-09-16 02:31:33.148317,MC_001,65.896,0.1178,4.884,104.49,0,2,66.03316666666667,0.1178
2025-09-16 02:41:33.148317,MC_001,65.225,0.1057,4.868,103.55,0,2,65.85383333333333,0.1178
2025-09-16 02:51:33.148317,MC_001,65.243,0.1043,4.84,105.03,0,2,65.64383333333333,0.1178
2025-09-16 03:01:33.148317,MC_001,64.835,0.1036,4.729,103.71,0,3,65.39533333333333,0.1178
2025-09-16 03:11:33.148317,MC_001,64.538,0.1016,4.841,105.55,0,3,65.15016666666666,0.1178
2025-09-16 03:21:33.148317,MC_001,64.39,0.1159,4.764,104.88,0,3,65.02116666666666,0.1178
2025-09-16 03:31:33.148317,MC_001,64.361,0.1045,4.992,103.57,0,3,64.76533333333333,0.1159
2025-09-16 03:41:33.148317,MC_001,64.547,0.1132,4.789,104.11,0,3,64.65233333333333,0.1159
2025-09-16 03:51:33.148317,MC_001,64.475,0.111,4.826,103.87,0,3,64.52433333333333,0.1159
2025-09-16 04:01:33.148317,MC_001,64.764,0.1171,4.656,106.65,0,4,64.5125,0.1171
2025-09-16 04:11:33.148317,MC_001,65.103,0.1106,4.994,106.04,0,4,64.60666666666667,0.1171
2025-09-16 04:21:33.148317,MC_001,64.444,0.1214,4.812,106.46,0,4,64.61566666666667,0.1214
2025-09-16 04:31:33.148317,MC_001,65.153,0.1142,4.768,105.08,0,4,64.74766666666666,0.1214
2025-09-16 04:41:33.148317,MC_001,62.841,0.1194,4.87,106.23,0,4,64.46333333333334,0.1214
2025-09-16 04:51:33.148317,MC_001,63.939,0.1174,4.687,106.2,0,4,64.374,0.1214
2025-09-16 05:01:33.148317,MC_001,62.226,0.1202,4.813,103.24,0,5,63.951,0.1214
2025-09-16 05:11:33.148317,MC_001,62.622,0.1117,4.77,105.49,0,5,63.5375,0.1214
2025-09-16 05:21:33.148317,MC_001,63.302,0.1152,4.749,104.2,0,5,63.34716666666667,0.1202
2025-09-16 05:31:33.148317,MC_001,62.874,0.1133,4.838,104.57,0,5,62.96733333333333,0.1202
2025-09-16 05:41:33.148317,MC_001,63.008,0.1276,4.89,104.21,0,5,62.99516666666667,0.1276
2025-09-16 05:51:33.148317,MC_001,62.966,0.1208,4.695,104.53,0,5,62.833000000000006,0.1276
2025-09-16 06:01:33.148317,MC_001,63.056,0.1212,4.827,104.12,0,6,62.97133333333334,0.1276
2025-09-16 06:11:33.148317,MC_001,61.641,0.1162,4.779,105.92,0,6,62.80783333333333,0.1276
2025-09-16 06:21:33.148317,MC_001,62.844,0.1259,4.971,104.75,0,6,62.731500000000004,0.1276
2025-09-16 06:31:33.148317,MC_001,63.496,0.1299,4.698,103.49,0,6,62.83516666666667,0.1299
2025-09-16 06:41:33.148317,MC_001,62.743,0.1209,4.682,105.17,0,6,62.791,0.1299
2025-09-16 06:51:33.148317,MC_001,61.593,0.1254,4.72,103.08,0,6,62.56216666666666,0.1299
2025-09-16 07:01:33.148317,MC_001,62.05,0.1257,4.745,105.09,0,7,62.394499999999994,0.1299
2025-09-16 07:11:33.148317,MC_001,62.075,0.1313,4.673,102.79,0,7,62.46683333333334,0.1313
2025-09-16 07:21:33.148317,MC_001,62.032,0.1306,4.751,101.02,0,7,62.3315,0.1313
2025-09-16 07:31:33.148317,MC_001,61.753,0.1311,4.755,103.65,0,7,62.041,0.1313
2025-09-16 07:41:33.148317,MC_001,61.871,0.1351,4.763,102.58,0,7,61.89566666666667,0.1351
2025-09-16 07:51:33.148317,MC_001,61.366,0.1387,4.846,102.16,0,7,61.85783333333333,0.1387
2025-09-16 08:01:33.148317,MC_001,60.941,0.126,4.496,103.52,0,8,61.672999999999995,0.1387
2025-09-16 08:11:33.148317,MC_001,60.542,0.1352,4.581,103.24,0,8,61.4175,0.1387
2025-09-16 08:21:33.148317,MC_001,61.868,0.148,4.793,102.28,0,8,61.390166666666666,0.148
2025-09-16 08:31:33.148317,MC_001,60.786,0.1367,4.742,103.02,0,8,61.229000000000006,0.148
2025-09-16 08:41:33.148317,MC_001,60.304,0.1374,4.732,101.98,0,8,60.96783333333334,0.148
2025-09-16 08:51:33.148317,MC_001,60.979,0.1373,4.473,100.08,0,8,60.903333333333336,0.148
2025-09-16 09:01:33.148317,MC_001,60.84,0.1386,4.737,99.8,0,9,60.886500000000005,0.148
2025-09-16 09:11:33.148317,MC_001,59.276,0.1402,4.504,98.05,0,9,60.6755,0.148
2025-09-16 09:21:33.148317,MC_001,60.406,0.1462,4.767,99.55,0,9,60.43183333333334,0.1462
2025-09-16 09:31:33.148317,MC_001,60.708,0.1361,4.634,100.56,0,9,60.41883333333334,0.1462
2025-09-16 09:41:33.148317,MC_001,59.534,0.142,4.719,101.72,0,9,60.29050000000001,0.1462
2025-09-16 09:51:33.148317,MC_001,59.011,0.1457,4.614,99.41,0,9,59.9625,0.1462
2025-09-16 10:01:33.148317,MC_001,60.039,0.1464,4.712,98.09,0,10,59.82900000000001,0.1464
2025-09-16 10:11:33.148317,MC_001,59.27,0.1414,4.687,99.1,0,10,59.828,0.1464
2025-09-16 10:21:33.148317,MC_001,59.042,0.1493,4.521,99.35,0,10,59.60066666666666,0.1493
2025-09-16 10:31:33.148317,MC_001,59.634,0.1435,4.534,97.63,0,10,59.42166666666666,0.1493
2025-09-16 10:41:33.148317,MC_001,58.63,0.1611,4.833,98.96,0,10,59.270999999999994,0.1611
2025-09-16 10:51:33.148317,MC_001,58.326,0.154,4.569,98.03,0,10,59.15683333333334,0.1611
2025-09-16 11:01:33.148317,MC_001,59.725,0.1592,4.662,96.39,0,11,59.10450000000001,0.1611
2025-09-16 11:11:33.148317,MC_001,58.746,0.155,4.48,98.19,0,11,59.01716666666667,0.1611
2025-09-16 11:21:33.148317,MC_001,58.349,0.1641,4.578,97.61,0,11,58.90166666666667,0.1641
2025-09-16 11:31:33.148317,MC_001,59.723,0.1579,4.585,97.28,0,11,58.916500000000006,0.1641
2025-09-16 11:41:33.148317,MC_001,58.44,0.1442,4.567,95.68,0,11,58.88483333333334,0.1641
2025-09-16 11:51:33.148317,MC_001,58.467,0.1563,4.639,96.19,0,11,58.90833333333333,0.1641
2025-09-16 12:01:33.148317,MC_001,57.916,0.1587,4.684,97.28,0,12,58.606833333333334,0.1641
2025-09-16 12:11:33.148317,MC_001,58.937,0.1554,4.62,97.59,0,12,58.638666666666666,0.1641
2025-09-16 12:21:33.148317,MC_001,58.943,0.1626,4.475,96.6,0,12,58.73766666666666,0.1626
2025-09-16 12:31:33.148317,MC_001,58.724,0.1617,4.382,98.0,0,12,58.57116666666666,0.1626
2025-09-16 12:41:33.148317,MC_001,58.391,0.1618,4.493,95.31,0,12,58.562999999999995,0.1626
2025-09-16 12:51:33.148317,MC_001,58.176,0.1549,4.597,96.75,0,12,58.5145,0.1626
2025-09-16 13:01:33.148317,MC_001,58.162,0.1766,4.702,95.65,0,13,58.555499999999995,0.1766
2025-09-16 13:11:33.148317,MC_001,57.972,0.1617,4.489,96.12,0,13,58.394666666666666,0.1766
2025-09-16 13:21:33.148317,MC_001,57.634,0.1642,4.595,94.02,0,13,58.1765,0.1766
2025-09-16 13:31:33.148317,MC_001,58.929,0.1645,4.371,97.96,0,13,58.21066666666667,0.1766
2025-09-16 13:41:33.148317,MC_001,57.76,0.175,4.597,94.62,0,13,58.1055,0.1766
2025-09-16 13:51:33.148317,MC_001,57.843,0.1729,4.427,95.44,0,13,58.050000000000004,0.1766
2025-09-16 14:01:33.148317,MC_001,58.194,0.1696,4.391,95.83,0,14,58.055333333333344,0.175
2025-09-16 14:11:33.148317,MC_001,58.103,0.172,4.479,94.39,0,14,58.07716666666666,0.175
2025-09-16 14:21:33.148317,MC_001,57.214,0.1785,4.511,95.34,0,14,58.00716666666667,0.1785
2025-09-16 14:31:33.148317,MC_001,57.875,0.1734,4.634,95.01,0,14,57.831500000000005,0.1785
2025-09-16 14:41:33.148317,MC_001,57.894,0.1818,4.576,97.41,0,14,57.853833333333334,0.1818
2025-09-16 14:51:33.148317,MC_001,58.493,0.1749,4.48,94.52,0,14,57.96216666666667,0.1818
2025-09-16 15:01:33.148317,MC_001,57.873,0.1756,4.553,95.48,0,15,57.90866666666667,0.1818
2025-09-16 15:11:33.148317,MC_001,57.454,0.1786,4.428,94.88,0,15,57.8005,0.1818
2025-09-16 15:21:33.148317,MC_001,57.737,0.1756,4.537,96.89,0,15,57.88766666666666,0.1818
2025-09-16 15:31:33.148317,MC_001,57.55,0.1786,4.473,94.2,0,15,57.83350000000001,0.1818
2025-09-16 15:41:33.148317,MC_001,58.159,0.1777,4.598,93.91,0,15,57.87766666666667,0.1786
2025-09-16 15:51:33.148317,MC_001,58.362,0.1806,4.47,94.24,0,15,57.855833333333344,0.1806
2025-09-16 16:01:33.148317,MC_001,57.662,0.1817,4.428,96.92,0,16,57.82066666666666,0.1817
2025-09-16 16:11:33.148317,MC_001,58.434,0.1893,4.52,95.05,0,16,57.984,0.1893
